Report generated on: 11-04-2020 09:50:59
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BLR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","42","34.94794520547945","36.35068493150685","34.18082191780822","32.86120218579235","33.54246575342466","33.916438356164385","33.88904109589041","34.68791360242278","35.37199904963288","33.469221064","34.33128574355068","35.03104170975409","35.155","35.602","36.011","35.296","32.063","32.113","30.739","30.124","31.307","33.193","26.001931506849314","32.583666666666666","31.917","32.917","33.829328767123286"
"INTL.55-1-BLR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","40","40.14794520547945","39.75068493150685","38.58082191780822","36.16120218579235","36.342465753424655","36.416438356164385","36.58904109589041","37","37","36.50684931506849","36.4","36.333333333333336","35","35","35","35.2","33.5","30.76","30.62","30.66","30.52","30.56","26.084931506849315","32.666666666666664","32","33","33.912328767123284"
"INTL.57-1-BLR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","40","40.14794520547945","39.75068493150685","38.58082191780822","36.16120218579235","36.342465753424655","36.416438356164385","36.58904109589041","37","37","36.50684931506849","36.4","36.333333333333336","35","35","35","35","33","30","30","30","30","30","26.084931506849315","32.666666666666664","32","33","33.912328767123284"
"INTL.58-1-BLR-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BLR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.5","0.76","0.62","0.66","0.52","0.56","0","0","0","0","0"
"INTL.56-1-BLR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","1.6","-5.2","-3.4","-4.4","-3.3","-2.8","-2.5","-2.7","-2.31208639757722","-1.62800095036712","-3.03762825106849","-2.06871425644932","-1.30229162357924","0.155","0.602","1.011","0.096","-1.437","1.353","0.119","-0.536","0.787","2.633","-0.083","-0.083","-0.083","-0.083","-0.083"
"","Belgium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BEL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","8","8","9","10","11","11","6.1","5.6","8.2","11","11","9.1","10","9.795","13","12","11","11","11","12","10.2181174863388","12.3046","13.0608520547945","11.0603479452054","10.6875901639344","8.691","11.914","11.224","11.218","12.603","23.04","21.982","22.474","23.892","28.595","25.458","24.423","28.785","28.785","28.785"
"INTL.55-1-BEL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.49","0","0","0","10.34","11.452","10.873","10.956","14.563","10.725","10.542","18.274","18.274","18.274"
"INTL.57-1-BEL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BEL-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BEL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.49","0","0","0","10.34","11.452","10.873","10.956","14.563","10.725","10.542","18.274","18.274","18.274"
"INTL.56-1-BEL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","8","8","9","10","11","11","6.1","5.6","8.2","11","11","9.1","10","9.795","13","12","11","11","11","12","10.2181174863388","12.3046","13.0608520547945","11.0603479452054","10.6875901639344","8.671","11.424","11.224","11.218","12.603","12.7","10.53","11.601","12.936","14.032","14.733","13.881","10.511","10.511","10.511"
"","Belize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BLZ-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2573095890410957","2.9997972602739726","3.5106639344262294","3.9895013698630137","4.251682191780822","4","3.239344262295082","3","1.8177616438356163","2","2","2","2","2"
"INTL.55-1-BLZ-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2573095890410957","2.9997972602739726","3.5106639344262294","3.9895013698630137","4.251682191780822","4","3.239344262295082","3","1.8177616438356163","2","2","2","2","2"
"INTL.57-1-BLZ-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2573095890410957","2.9997972602739726","3.5106639344262294","3.9895013698630137","4.251682191780822","4","3.239344262295082","3","1.8177616438356163","2","2","2","2","2"
"INTL.58-1-BLZ-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BLZ-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-BLZ-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Benin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BEN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","4","7","8","8","7","5","4","4","4","5.6","5.8","5.9","3","2","1.3","1","1","0.69","0.7","0.8","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-BEN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","4","7","8","8","7","5","4","4","4","5.6","5.8","5.9","3","2","1.3","1","1","0.69","0.7","0.8","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BEN-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","4","7","8","8","7","5","4","4","4","5.6","5.8","5.9","3","2","1.3","1","1","0.69","0.7","0.8","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BEN-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BEN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-BEN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Bermuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BMU-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-BMU-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BMU-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BMU-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BMU-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-BMU-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Bhutan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BTN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-BTN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BTN-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BTN-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BTN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-BTN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Bolivia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BOL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","32","26","30","28","27","26","23","24","24","25","26","26","28","28.915068493150685","31.8","35.59178082191781","37.863934426229505","38.13835616438356","44.7","41.5","40.435148657945355","44.85325283443669","47.22013418987341","42.92015299819397","61.33812681237215","62.66446301369863","61.31666301369863","61.82528219178082","51.5571174863388","45.95970136986301","47.872942465753425","49.25431232876712","57.59436612021858","65.20117808219177","69.0016602739726","74.06947397260274","77.63486885245902","77.46590410958905","77.63302739726028","78.12891780821917"
"INTL.55-1-BOL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","32","26","30","28","27","26","23","23","24","25","26","26","28","28.015068493150686","30.5","34.49178082191781","36.863934426229505","37.13835616438356","43.6","40.4","39.393497267759564","43.86698630136986","46.20024942721588","41.71219659427616","60.012411558719805","61.35046301369863","59.65666301369863","60.45928219178082","50.1381174863388","45.189701369863016","47.16994246575342","48.56831232876712","56.61536612021858","64.17617808219178","67.9796602739726","72.95047397260274","76.51586885245902","76.34690410958905","76.51402739726028","77.00991780821917"
"INTL.57-1-BOL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","27","22","24","22","21","20","18","19","19","20","21","21","21","20.915068493150685","23","28.19178082191781","30.16393442622951","28.838356164383562","35","32","29.92349726775956","34.33698630136986","32.16438356164384","29.33150684931507","47.63507923497268","50.734134246575344","48.89596438356164","49.18138630136986","38.8765737704918","33.780109589041096","34.54167123287671","35.515068493150686","41.58128415300546","47.49224657534246","51.09890410958904","55.60512328767123","59.32786885245902","59.326027397260276","59.74520547945205","60.326027397260276"
"INTL.58-1-BOL-TBPD.A","                NGPL (Mb/d)","","","","","","","","5","4","6","6","6","6","5","4","5","5","5","5","7.1","7.1","7.5","6.3","6.7","8.3","8.6","8.4","9.47","9.53","14.035865865572045","12.380689744961092","12.377332323747126","10.616328767123287","10.760698630136986","11.277895890410958","11.261543715846994","11.409591780821918","12.628271232876711","13.053243835616438","14.280081967213114","15.613931506849315","15.38075616438356","15.314350684931506","15","14.832876712328767","14.580821917808219","14.495890410958904"
"INTL.59-1-BOL-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.754","1.07","1.5","2.031","2.188","2.188","2.188","2.188"
"INTL.56-1-BOL-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.3","0.6","0.5","0.5","0.0546413647616438","-0.00815325713698639","0.2","0.9","1.3","1.1","1","1","1.1","1.1","1.04165139018579","0.986266533066822","1.01988476265753","1.20795640391781","1.32571525365235","1.314","1.66","1.366","1.419","0.77","0.703","0.686","0.979","1.025","1.022","1.119","1.119","1.119","1.119","1.119"
"","Bosnia and Herzegovina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BIH-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.073","-0.059","-0.097","-0.094","-0.015","0.07","0.131","0.258","0.219","0.248","0.248","0.248","0.248","0.248"
"INTL.55-1-BIH-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BIH-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BIH-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BIH-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-BIH-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.073","-0.059","-0.097","-0.094","-0.015","0.07","0.131","0.258","0.219","0.248","0.248","0.248","0.248","0.248"
"","Botswana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BWA-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-BWA-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-BWA-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-BWA-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-BWA-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-BWA-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Brazil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BRA-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","245","283","348","460","614","734","740","768","751","790","821","838","824","839.0006301369863","957.4246575342465","990.4246575342465","1107.0027322404371","1172.1972602739727","1282.627397260274","1427.772602739726","1534.1068965432798","1573.4855144624205","1757.8922450543669","1846.8988412124982","1839.4834277909508","2037.5220136986302","2169.463605479452","2283.504808219178","2431.4689098360654","2561.7134465753425","2723.742008219178","2699.1337561643836","2669.122319672131","2713.472298630137","2970.678032876712","3186.4863643835615","3242.9578360655737","3366.452109589041","3427.783616438356","3673.657589041096"
"INTL.55-1-BRA-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","233","271","336","447","601","721","713","741","718","761","790","808","793","806.0006301369863","922.4246575342465","955.4246575342465","1073.0027322404371","1138.1972602739727","1246.627397260274","1388.772602739726","1488.8863930885257","1533.7313129769877","1717.1230883156168","1800.4609528761634","1790.6275688775952","1988.4450136986302","2117.5636054794522","2226.797808219178","2381.5519098360655","2505.9634465753425","2660.024008219178","2632.7057561643837","2599.445319672131","2641.417298630137","2897.2260328767125","3113.9383643835617","3170.409836065574","3293.904109589041","3355.2356164383564","3601.109589041096"
"INTL.57-1-BRA-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","182","213","260","339","475","564","572","566","554","596","631","630","626","643.0006301369863","671.4246575342465","695.4246575342465","795.0027322404371","841.1972602739726","968.6273972602739","1131.772602739726","1269.0000000000007","1295.1460000000018","1455.1917808219177","1496.1099999999994","1477.368849726776","1633.5743643835617","1722.73261369863","1747.9956082191782","1812.2280300546447","1950.3640301369862","2054.667994520548","2105.407983561644","2061.225494535519","2023.8754657534246","2254.600306849315","2437.444901369863","2515.4590163934427","2621.797260273973","2586.539726027397","2787.6684931506848"
"INTL.58-1-BRA-TBPD.A","                NGPL (Mb/d)","","","","","","","","6","7","8","11","15","17","20","25","25","22","20","22","25","25","35","40","35","30","35","33","36","40.99999999999999","44.999999999999964","55","61.54205737704918","79.29639726027398","86.38965479452055","84.66600273972603","86.41375683060109","78.6764493150685","82.74961369863014","87.51164657534247","87.78894535519126","90.24235068493151","91.71368767123288","89.50932602739726","96.80327868852459","111.08219178082192","107.3013698630137","103.23835616438356"
"INTL.59-1-BRA-TBPD.A","                Other liquids (Mb/d)","","","","","","","","45","51","68","97","111","140","121","150","139","143","140","156","142","138","216","220","243","267","243","224","183.886393088525","197.585312976986","216.931307493699","249.350952876164","251.71666177377","275.5742520547945","308.4413369863014","394.13619726027395","482.9101229508197","476.92296712328766","522.6064","439.78612602739724","450.43087978142074","527.2994821917808","550.9120383561644","586.9841369863013","558.1475409836065","561.0246575342466","661.3945205479451","710.2027397260274"
"INTL.56-1-BRA-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","12","12","12","13","13","13","27","27","32","28","31","30","30","33","35","35","34","34","36","39","45.2205034547541","39.7542014854329","40.7691567387501","46.4378883363348","48.8558589133557","49.077","51.9","56.707","49.917","55.75","63.718","66.428","69.677","72.055","73.452","72.548","72.548","72.548","72.548","72.548"
"","British Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-VGB-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.55-1-VGB-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-1-VGB-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.58-1-VGB-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.59-1-VGB-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-VGB-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Brunei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BRN-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","270","188","179","187","175","168","181","150","148","142","160","171","178","178.2","180.63561643835615","175.84383561643835","166.69617486338797","175.34109589041097","179.58767123287672","204.22328767123287","215.36775561186903","217.5836606737863","189.40659608152876","196.36775230463013","204.4311477277049","209.95945205479453","221.2447808219178","169.9666301369863","157.76433879781422","148.8572191780822","153.32793150684932","169.3770410958904","158.73103825136613","135.48984931506848","126.80741095890411","127.00387671232876","121.03438797814208","113.31346575342465","111.62305479452054","121.56004109589041"
"INTL.55-1-BRN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","270","188","179","187","175","168","181","150","148","142","160","171","177","178","180.43561643835616","175.64383561643837","166.39617486338798","175.04109589041096","179.2876712328767","203.92328767123288","215.00000000000017","217.225","189","195.94400000000002","204.17310655737705","209.67945205479452","220.9917808219178","169.6986301369863","157.4863387978142","148.60821917808218","153.0849315068493","169.18904109589042","158.57103825136613","135.3068493150685","126.69041095890411","126.83287671232877","120.86338797814207","113.14246575342466","111.45205479452055","121.3890410958904"
"INTL.57-1-BRN-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","235","163","154","162","160","153","166","139","137","132","150","161","165","165","167.43561643835616","162.64383561643837","155.39617486338798","160.04109589041096","157.2876712328767","181.92328767123288","193.00000000000017","195.225","163","169.94400000000002","178.17310655737705","187.67945205479452","199.07397260273973","149.6986301369863","133.4863387978142","128.60821917808218","131.0849315068493","156.45205479452054","145.6584699453552","122.14246575342466","114.44931506849315","115.32876712328768","109.11748633879782","100.64383561643835","99.53698630136986","109.64109589041095"
"INTL.58-1-BRN-TBPD.A","                NGPL (Mb/d)","","","","","","","","35","25","25","25","15","15","15","11","11","10","10","10","12","13","13","13","11","15","22","22","22","22","26","26","26","22","21.91780821917808","20","24","20","22","12.736986301369862","12.912568306010929","13.164383561643836","12.241095890410959","11.504109589041096","11.745901639344263","12.498630136986302","11.915068493150685","11.747945205479452"
"INTL.59-1-BRN-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.56-1-BRN-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.367755611868852","0.358660673786301","0.406596081528767","0.423752304630137","0.258041170327869","0.28","0.253","0.268","0.278","0.249","0.243","0.188","0.16","0.183","0.117","0.171","0.171","0.171","0.171","0.171"
"","Bulgaria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BGR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","3","3","3","3","4","6","-0.2","0.09789268493151","-1.5","4.7","3.5","0.03394316988493","0.4","0.6","0.3","1","1.6","0.9","2.2","2.6","1.96206795607104","1.162427050131507","2.64813243062466","3.12806277483836","3.66126237206011","3.357","3.378","3.125","3.517","3.341","3.359","3.367","3.798","4.095","3.237191780821918","5.076","5.339","5.339","5.339","5.339"
"INTL.55-1-BGR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","3","3","3","3","4","6","6","6","4.4","5","4","1.2","1.1","1","1.1","1","0.7","0.6","0.8","0.8","0.851","0.603","0.74","0.6","1","1","1.1","1.2","1.2","1.4","1.37","1.32","1.62","2.166","1.5031917808219177","3.045","3.308","3.308","3.308","3.308"
